animal_id;data_nasc;sexo;grupo;data_peso_anterior;peso_anterior;data_peso_atual;peso_atual
PT335749482;29-03-2025;F;MRUIVO12;;;;
PT335749666;29-01-2025;F;TROLHO89;;;;
PT335764312;15-01-2025;F;TROLHO90;;;;
PT335764317;15-01-2025;M;TROLHO14;;;;
PT335764331;12-02-2025;M;TROLHO14;;;;
PT335764336;21-04-2025;M;TROLHO14;;;;
PT335764959;23-03-2025;F;MRUIVO9;;;;
PT335764973;28-04-2025;M;MRUIVO20;;;;
PT335778012;01-03-2025;M;MRUIVO25;;;;
PT335778550;28-04-2025;M;MRUIVO25;;;;
PT335892409;25-11-2024;M;TROLHO1;;;;
PT335892442;16-05-2025;F;MRUIVO10;;;;
PT335895332;30-04-2025;M;TROLHO16;;;;
PT335906793;01-01-2025;M;TROLHO16;;;;
PT335906798;22-01-2025;M;TROLHO16;;;;
PT335907603;31-01-2025;M;MRUIVO26;;;;
PT335909164;10-04-2025;M;MRUIVO20;;;;
PT335909183;08-06-2025;M;MRUIVO20;;;;
PT335909546;22-06-2025;F;MRUIVO10;;;;
PT335911846;27-01-2025;F;TROLHO91;;;;
PT335911860;02-02-2025;F;TROLHO91;;;;
PT335911964;18-01-2025;M;TROLHO13;;;;
PT335911969;24-01-2025;M;TROLHO11;;;;
PT335915042;01-11-2025;F;MRUIVO12;;;;
PT335915061;05-09-2025;M;MRUIVO23;;;;
PT335917343;15-04-2025;M;TROLHO16;;;;
PT335925683;16-12-2024;F;TROLHO79;;;;
PT335928634;17-12-2024;M;TROLHO16;;;;
PT335928639;17-12-2024;F;TROLHO79;;;;
PT335928653;06-01-2025;F;TROLHO80;;;;
PT335928677;01-12-2024;F;TROLHO79;;;;
PT335928691;10-12-2024;F;TROLHO79;;;;
PT335928696;01-01-2025;M;TROLHO4;;;;
PT335928714;01-01-2025;M;TROLHO18;;;;
PT335928733;05-11-2024;M;TROLHO14;;;;
PT335928738;11-11-2024;M;TROLHO16;;;;
PT335928757;26-11-2024;M;TROLHO14;;;;
PT335928771;08-11-2024;M;TROLHO19;;;;
PT335928776;11-11-2024;F;TROLHO90;;;;
PT335928790;19-11-2024;M;TROLHO19;;;;
PT335928813;01-01-2025;M;TROLHO19;;;;
PT335928818;01-01-2025;F;TROLHO90;;;;
PT335929280;02-01-2025;F;TROLHO79;;;;
PT335929285;14-01-2025;M;TROLHO2;;;;
PT335929303;14-02-2025;M;TROLHO16;;;;
PT335929308;14-02-2025;F;TROLHO79;;;;
PT335929860;07-03-2025;F;MRUIVO13;;;;
PT335929865;10-03-2025;M;MRUIVO22;;;;
PT335931702;20-11-2024;M;TROLHO9;;;;
PT335931707;15-02-2025;M;MRUIVO17;;;;
PT335938596;28-12-2024;F;TROLHO91;;;;
PT335939741;04-03-2025;M;TROLHO16;;;;
PT335948236;20-03-2025;F;MRUIVO12;;;;
PT335948316;26-03-2025;M;MRUIVO16;;;;
PT335948359;25-03-2025;F;MRUIVO12;;;;
PT335948675;31-01-2025;F;MRUIVO12;;;;
PT335949283;29-03-2025;M;MRUIVO16;;;;
PT335949288;31-03-2025;M;MRUIVO16;;;;
PT335949660;26-03-2025;F;MRUIVO12;;;;
PT335949689;25-06-2025;M;MRUIVO16;;;;
PT335949726;15-03-2025;F;MRUIVO14;;;;
PT335949740;10-04-2025;M;MRUIVO25;;;;
PT335955581;12-03-2025;F;MRUIVO14;;;;
PT335955586;12-03-2025;M;MRUIVO17;;;;
PT335955604;03-02-2025;M;TROLHO16;;;;
PT335955609;18-02-2025;M;TROLHO16;;;;
PT335956255;15-01-2025;M;TROLHO17;;;;
PT335957269;16-12-2024;M;TROLHO13;;;;
PT335959263;11-03-2025;M;MRUIVO26;;;;
PT335959268;14-03-2025;F;MRUIVO13;;;;
PT335959287;04-04-2025;M;MRUIVO26;;;;
PT335959300;30-06-2025;F;MRUIVO13;;;;
PT335959466;08-06-2025;M;MRUIVO21;;;;
PT335959980;18-03-2025;M;MRUIVO21;;;;
PT335963581;10-02-2025;M;MRUIVO22;;;;
PT335970119;16-03-2025;F;MRUIVO12;;;;
PT335970133;07-05-2025;M;MRUIVO21;;;;
PT335970336;19-02-2025;M;MRUIVO22;;;;
PT335970638;14-04-2025;F;MRUIVO12;;;;
PT335971081;14-03-2025;F;MRUIVO12;;;;
PT335971321;11-05-2025;M;MRUIVO16;;;;
PT335971326;12-05-2025;F;MRUIVO12;;;;
PT335971340;12-05-2025;F;MRUIVO12;;;;
PT335971345;13-05-2025;F;MRUIVO12;;;;
PT335972491;07-05-2025;M;MRUIVO20;;;;
PT335977502;06-01-2025;M;TROLHO10;;;;
PT335977507;06-01-2025;F;TROLHO79;;;;
PT335977521;07-02-2025;F;TROLHO79;;;;
PT335977540;30-01-2025;M;TROLHO2;;;;
PT335977545;30-01-2025;M;TROLHO18;;;;
PT335977564;03-01-2025;F;TROLHO90;;;;
PT335977583;30-01-2025;M;TROLHO19;;;;
PT335978394;14-01-2025;F;TROLHO79;;;;
PT335978399;28-01-2025;M;TROLHO10;;;;
PT335978417;20-02-2025;F;TROLHO8;;;;
PT335978431;26-03-2025;F;TROLHO60;;;;
PT335978436;08-04-2025;F;TROLHO60;;;;
PT335978450;27-03-2025;M;TROLHO2;;;;
PT335978455;12-02-2025;M;TROLHO8;;;;
PT335978474;17-02-2025;F;TROLHO79;;;;
PT335978479;20-02-2025;F;TROLHO79;;;;
PT335978493;08-04-2025;F;TROLHO79;;;;
PT335982797;05-05-2025;M;MRUIVO21;;;;
PT335982810;05-05-2025;F;MRUIVO12;;;;
PT335982815;18-04-2025;F;MRUIVO10;;;;
PT335983027;19-04-2025;M;MRUIVO17;;;;
PT335983640;31-01-2025;F;TROLHO79;;;;
PT335983645;10-02-2025;F;TROLHO79;;;;
PT335983664;29-04-2025;M;TROLHO8;;;;
PT335983749;27-03-2025;F;TROLHO90;;;;
PT335983763;08-04-2025;F;TROLHO60;;;;
PT335983768;08-04-2025;F;TROLHO60;;;;
PT335983824;06-02-2025;M;TROLHO2;;;;
PT335983843;20-02-2025;M;TROLHO2;;;;
PT335983862;12-03-2025;M;TROLHO2;;;;
PT335983867;05-03-2025;F;TROLHO60;;;;
PT335983923;14-02-2025;F;TROLHO89;;;;
PT335984079;10-02-2025;F;TROLHO79;;;;
PT335984093;07-04-2025;F;TROLHO60;;;;
PT335984098;07-04-2025;M;TROLHO18;;;;
PT335984890;17-04-2025;F;TROLHO89;;;;
PT335984895;13-05-2025;F;TROLHO89;;;;
PT335984913;10-07-2025;F;MRUIVO10;;;;
PT335984918;04-08-2025;F;MRUIVO10;;;;
PT335989383;30-12-2024;F;TROLHO91;;;;
PT335989388;30-12-2024;M;TROLHO13;;;;
PT335989864;25-04-2025;M;MRUIVO16;;;;
PT336021952;17-04-2025;F;MRUIVO10;;;;
PT336021957;21-04-2025;F;MRUIVO10;;;;
PT336021971;17-06-2025;F;MRUIVO10;;;;
PT336021976;05-07-2025;M;MRUIVO17;;;;
PT336023630;28-03-2025;F;TROLHO60;;;;
PT336023833;06-06-2025;F;MRUIVO9;;;;
PT336027930;15-05-2025;M;MRUIVO16;;;;
PT336032663;28-03-2025;F;MRUIVO14;;;;
PT336032668;06-04-2025;M;MRUIVO15;;;;
PT336034483;02-08-2025;M;ENF, TR FRISIOS;;;;
PT336037170;15-06-2025;F;MRUIVO10;;;;
PT336037175;15-06-2025;F;MRUIVO10;;;;
PT336040649;25-06-2025;M;MRUIVO16;;;;
PT336040724;17-03-2025;M;MRUIVO21;;;;
PT336040748;25-05-2025;M;MRUIVO20;;;;
PT336042044;20-03-2025;F;MRUIVO12;;;;
PT336042100;14-06-2025;M;MRUIVO15;;;;
PT336042105;15-06-2025;M;MRUIVO15;;;;
PT336042129;20-02-2025;F;MRUIVO9;;;;
PT336042209;18-03-2025;F;MRUIVO12;;;;
PT336043515;27-03-2025;F;MRUIVO12;;;;
PT336043534;20-05-2025;M;MRUIVO21;;;;
PT336043695;06-04-2025;M;MRUIVO20;;;;
PT336043770;03-04-2025;F;MRUIVO12;;;;
PT336043775;30-04-2025;F;MRUIVO20;;;;
PT336044203;17-06-2025;M;MRUIVO15;;;;
PT336044222;19-06-2025;M;MRUIVO21;;;;
PT336044340;05-04-2025;M;MRUIVO16;;;;
PT336044449;01-04-2025;F;MRUIVO12;;;;
PT336044463;16-05-2025;F;MRUIVO12;;;;
PT336050969;20-02-2025;F;MRUIVO13;;;;
PT336050988;29-04-2025;F;MRUIVO13;;;;
PT336051096;31-03-2025;F;MRUIVO14;;;;
PT336051114;06-05-2025;F;MRUIVO14;;;;
PT336051119;12-05-2025;F;MRUIVO14;;;;
PT336055391;02-05-2025;M;TROLHO2;;;;
PT336055396;02-05-2025;F;TROLHO18;;;;
PT336065470;20-05-2025;M;MRUIVO19;;;;
PT336067559;16-02-2025;M;TROLHO17;;;;
PT336067573;17-02-2025;F;TROLHO91;;;;
PT336067578;18-02-2025;M;TROLHO17;;;;
PT336067592;20-02-2025;M;MRUIVO17;;;;
PT336067610;01-06-2025;M;TROLHO18;;;;
PT336072607;28-02-2025;M;MRUIVO18;;;;
PT336072626;05-03-2025;M;MRUIVO18;;;;
PT336072645;12-03-2025;M;MRUIVO18;;;;
PT336072664;18-03-2025;F;MRUIVO10;;;;
PT336072669;19-03-2025;F;MRUIVO10;;;;
PT336072701;30-03-2025;M;MRUIVO18;;;;
PT336072706;18-04-2025;F;MRUIVO10;;;;
PT336072720;13-05-2025;F;MRUIVO10;;;;
PT336072725;15-05-2025;F;MRUIVO10;;;;
PT336072744;01-06-2025;M;MRUIVO18;;;;
PT336072749;02-06-2025;F;MRUIVO10;;;;
PT336072763;07-06-2025;M;MRUIVO18;;;;
PT336085190;20-06-2025;M;TROLHO22;;;;
PT336085195;20-06-2025;M;TROLHO22;;;;
PT336085558;11-04-2025;M;MRUIVO26;;;;
PT336085893;10-04-2025;M;MRUIVO16;;;;
PT336086029;15-03-2025;F;TROLHO91;;;;
PT336086048;15-03-2025;F;TROLHO60;;;;
PT336086062;15-03-2025;F;TROLHO60;;;;
PT336089273;08-07-2025;M;MRUIVO20;;;;
PT336089834;16-05-2025;F;MRUIVO10;;;;
PT336094369;04-04-2025;F;MRUIVO12;;;;
PT336094383;28-04-2025;M;MRUIVO16;;;;
PT336094449;12-03-2025;M;TROLHO13;;;;
PT336094468;17-03-2025;M;TROLHO11;;;;
PT336095514;30-03-2025;F;TROLHO91;;;;
PT336095571;08-04-2025;F;MRUIVO12;;;;
PT336095774;01-05-2025;M;MRUIVO20;;;;
PT336095793;14-05-2025;M;MRUIVO26;;;;
PT336098206;03-08-2025;M;ENF, TR FRISIOS;;;;
PT336098220;10-06-2025;M;MRUIVO19;;;;
PT336098282;26-06-2025;F;MRUIVO10;;;;
PT336098305;28-06-2025;F;MRUIVO10;;;;
PT336098343;13-07-2025;M;MRUIVO19;;;;
PT336098362;27-07-2025;M;MRUIVO19;;;;
PT336098386;31-07-2025;M;ENF, TR FRISIOS;;;;
PT336098664;01-04-2025;F;TROLHO89;;;;
PT336099215;28-05-2025;F;MRUIVO13;;;;
PT336099253;28-04-2025;F;TROLHO89;;;;
PT336099258;30-04-2025;F;TROLHO89;;;;
PT336100034;15-05-2025;F;MRUIVO13;;;;
PT336104136;19-05-2025;F;MRUIVO13;;;;
PT336108455;23-04-2025;M;TROLHO11;;;;
PT336108516;17-09-2025;M;MRUIVO16;;;;
PT336110033;15-05-2025;M;TROLHO13;;;;
PT336115267;17-08-2025;M;ENF, TR FRISIOS;;;;
PT336123861;13-05-2025;F;MRUIVO12;;;;
PT336127109;15-04-2025;F;MRUIVO14;;;;
PT336127180;05-05-2025;M;MRUIVO21;;;;
PT336127185;05-05-2025;F;MRUIVO12;;;;
PT336127203;05-05-2025;M;MRUIVO21;;;;
PT336127208;24-05-2025;M;MRUIVO21;;;;
PT336135284;23-07-2025;M;MRUIVO22;;;;
PT336135321;24-07-2025;F;TROLHO60;;;;
PT336136170;12-07-2025;M;MRUIVO26;;;;
PT336140672;16-04-2025;M;MRUIVO18;;;;
PT336140719;16-04-2025;M;MRUIVO18;;;;
PT336140738;18-04-2025;M;MRUIVO18;;;;
PT336141742;23-07-2025;M;MRUIVO26;;;;
PT336143104;23-04-2025;F;TROLHO89;;;;
PT336143321;18-08-2025;M;TROLHO9;;;;
PT336143326;18-08-2025;M;TROLHO9;;;;
PT336147404;29-06-2025;F;TROLHO91;;;;
PT336147409;30-06-2025;F;TROLHO91;;;;
PT336147423;05-07-2025;F;TROLHO91;;;;
PT336147442;10-07-2025;M;TROLHO11;;;;
PT336147621;13-06-2025;M;MRUIVO15;;;;
PT336189102;30-07-2025;M;TROLHO11;;;;
PT416862997;22-07-2024;F;TROLHO81;;;;
PT424592732;28-04-2025;F;MRUIVO10;;;;
PT424592737;12-05-2025;M;MRUIVO18;;;;
PT424778759;12-08-2025;M;ENF, TR FRISIOS;;;;
PT433866459;29-01-2025;M;MRUIVO15;;;;
PT433929173;29-07-2025;M;ENF, TR FRISIOS;;;;
PT433929994;16-02-2025;M;MRUIVO26;;;;
PT433930001;13-04-2025;M;MRUIVO26;;;;
PT433930006;16-04-2025;F;MRUIVO13;;;;
PT434108107;06-01-2025;M;MRUIVO25;;;;
PT434138765;15-06-2025;F;MRUIVO13;;;;
PT434364084;27-03-2025;F;MRUIVO12;;;;
PT434616114;31-10-2024;M;TROLHO14;;;;
PT434635387;29-03-2025;F;MRUIVO14;;;;
PT434635400;02-05-2025;F;MRUIVO14;;;;
PT434867066;07-06-2025;F;MRUIVO10;;;;
PT434878395;17-06-2025;F;MRUIVO10;;;;
PT434881906;13-05-2025;M;MRUIVO17;;;;
PT435045364;14-11-2024;F;TROLHO60;;;;
PT435045369;17-01-2025;M;TROLHO13;;;;
PT435058192;15-07-2024;M;TROLHO1;;;;
PT435088095;14-10-2024;M;TROLHO14;;;;
PT435107319;09-04-2025;M;MRUIVO25;;;;
PT435107692;18-03-2025;M;MRUIVO25;;;;
PT435108101;26-03-2025;M;MRUIVO25;;;;
PT435108441;27-04-2025;F;MRUIVO14;;;;
PT435146603;25-06-2025;F;MRUIVO14;;;;
PT435154429;31-07-2025;F;MRUIVO14;;;;
PT435175917;11-05-2025;F;MRUIVO14;;;;
PT435179279;14-07-2025;F;MRUIVO14;;;;
PT435183639;12-04-2025;F;MRUIVO14;;;;
PT435229264;06-03-2025;M;MRUIVO18;;;;
PT435229269;23-04-2025;M;MRUIVO18;;;;
PT435229547;19-05-2025;M;MRUIVO20;;;;
PT435248833;10-02-2025;F;MRUIVO13;;;;
PT435250133;20-03-2025;M;MRUIVO16;;;;
PT435259360;26-12-2024;F;TROLHO60;;;;
PT435259365;05-02-2025;F;TROLHO60;;;;
PT435277241;30-10-2024;M;TROLHO10;;;;
PT435277246;05-11-2024;M;TROLHO19;;;;
PT435279283;05-11-2024;M;TROLHO12;;;;
PT435279509;24-10-2024;F;TROLHO81;;;;
PT435279523;06-11-2024;M;TROLHO14;;;;
PT435279528;12-11-2024;F;TROLHO81;;;;
PT435279561;24-10-2024;M;TROLHO10;;;;
PT435279566;28-10-2024;F;TROLHO81;;;;
PT435279580;09-12-2024;M;TROLHO16;;;;
PT435279585;12-11-2024;F;TROLHO81;;;;
PT435292256;03-01-2025;F;MRUIVO10;;;;
PT435292270;28-03-2025;M;MRUIVO18;;;;
PT435305258;20-12-2024;M;TROLHO18;;;;
PT435320744;31-05-2025;M;MRUIVO19;;;;
PT435325954;22-07-2025;M;ENF, TR FRISIOS;;;;
PT435325959;29-07-2025;M;ENF, TR FRISIOS;;;;
PT435344820;20-07-2025;M;ENF, TR FRISIOS;;;;
PT435344844;07-08-2025;M;ENF, TR FRISIOS;;;;
PT435350604;16-07-2025;M;ENF, TR FRISIOS;;;;
PT435388102;01-08-2025;M;ENF, TR FRISIOS;;;;
PT435569094;18-01-2025;F;MRUIVO12;;;;
PT435569551;24-11-2024;M;TROLHO20;;;;
PT435569556;24-11-2024;F;TROLHO89;;;;
PT435571856;24-12-2024;M;TROLHO13;;;;
PT435572020;15-02-2025;F;TROLHO89;;;;
PT435575798;06-11-2024;F;TROLHO81;;;;
PT435576806;28-05-2025;F;MRUIVO13;;;;
PT435595258;26-02-2025;M;TROLHO9;;;;
PT435613884;06-04-2024;F;TROLHO81;;;;
PT435619206;20-12-2024;M;TROLHO1;;;;
PT435619268;20-05-2025;M;MRUIVO15;;;;
PT435626551;26-02-2025;F;MRUIVO13;;;;
PT435626556;01-03-2025;F;MRUIVO13;;;;
PT435640472;30-04-2024;M;TROLHO13;;;;
PT435647600;20-01-2025;M;TROLHO24;;;;
PT435649388;28-01-2025;M;MRUIVO16;;;;
PT435654219;15-03-2025;M;TROLHO18;;;;
PT435654233;16-03-2025;F;TROLHO89;;;;
PT435655723;28-01-2025;F;TROLHO90;;;;
PT435655728;15-02-2025;F;TROLHO90;;;;
PT435658373;10-08-2025;M;ENF, TR FRISIOS;;;;
PT435661200;06-11-2024;F;TROLHO91;;;;
PT435661989;19-09-2024;F;TROLHO80;;;;
PT435662738;04-03-2025;F;MRUIVO12;;;;
PT435662837;07-03-2025;F;MRUIVO12;;;;
PT435663181;16-04-2025;F;MRUIVO12;;;;
PT435663704;26-04-2024;F;TROLHO80;;;;
PT435683283;20-03-2025;F;MRUIVO12;;;;
PT435684198;12-10-2024;F;TROLHO80;;;;
PT435685980;24-12-2024;F;TROLHO60;;;;
PT435685985;23-03-2025;M;TROLHO11;;;;
PT435686036;10-03-2025;F;TROLHO91;;;;
PT435686154;27-12-2024;F;TROLHO91;;;;
PT435686159;24-01-2025;F;TROLHO91;;;;
PT435686258;28-01-2025;M;TROLHO13;;;;
PT435702724;28-01-2025;M;MRUIVO15;;;;
PT435702767;30-03-2025;F;MRUIVO14;;;;
PT435702781;21-04-2025;M;MRUIVO15;;;;
PT435702786;28-04-2025;M;MRUIVO15;;;;
PT435707330;31-12-2024;M;MRUIVO22;;;;
PT435707335;15-01-2025;F;MRUIVO13;;;;
PT435707991;04-12-2024;F;TROLHO79;;;;
PT435707996;10-12-2024;M;TROLHO18;;;;
PT435708004;01-01-2025;F;TROLHO79;;;;
PT435708009;01-01-2025;F;TROLHO79;;;;
PT435708023;24-01-2025;M;TROLHO2;;;;
PT435708028;24-01-2025;F;TROLHO79;;;;
PT435708504;25-11-2024;F;TROLHO81;;;;
PT435708523;09-12-2024;F;TROLHO90;;;;
PT435708547;02-01-2025;M;TROLHO12;;;;
PT435712082;03-11-2024;M;TROLHO24;;;;
PT435712087;05-12-2024;M;TROLHO24;;;;
PT435727791;19-11-2024;M;TROLHO24;;;;
PT435727796;25-11-2024;M;TROLHO24;;;;
PT435729351;19-01-2025;M;TROLHO16;;;;
PT435736588;23-11-2024;M;TROLHO16;;;;
PT435745493;28-02-2025;M;MRUIVO25;;;;
PT435748340;09-11-2024;F;TROLHO91;;;;
PT435748364;28-11-2024;M;TROLHO13;;;;
PT435749670;25-02-2025;F;TROLHO60;;;;
PT435749835;20-12-2024;M;MRUIVO22;;;;
PT435753394;17-01-2025;M;TROLHO13;;;;
PT435753399;24-03-2025;F;TROLHO60;;;;
PT435761974;16-11-2024;M;MRUIVO26;;;;
PT435761979;17-11-2024;F;MRUIVO13;;;;
PT435763072;25-03-2025;M;MRUIVO22;;;;
PT435763077;04-05-2025;F;TROLHO60;;;;
PT435764321;12-02-2025;F;TROLHO90;;;;
PT435764326;14-02-2025;F;TROLHO90;;;;
PT435764949;10-12-2024;F;MRUIVO13;;;;
PT435764963;23-04-2025;F;MRUIVO9;;;;
PT435764968;26-04-2025;F;MRUIVO9;;;;
PT435765118;08-02-2025;M;TROLHO16;;;;
PT435765373;01-07-2025;M;MRUIVO20;;;;
PT435767051;14-04-2025;F;TROLHO89;;;;
PT435767056;23-04-2025;F;TROLHO89;;;;
PT435778861;20-04-2025;F;MRUIVO14;;;;
PT435892437;13-01-2025;F;MRUIVO10;;;;
PT435892598;20-04-2025;F;MRUIVO9;;;;
PT435895322;31-12-2024;F;TROLHO90;;;;
PT435906788;08-12-2024;M;TROLHO16;;;;
PT435909178;23-05-2025;F;MRUIVO9;;;;
PT435909574;04-08-2025;M;ENF, TR FRISIOS;;;;
PT435911218;02-02-2025;F;MRUIVO12;;;;
PT435911973;29-01-2025;M;TROLHO11;;;;
PT435911978;07-02-2025;M;TROLHO11;;;;
PT435912246;26-01-2025;M;MRUIVO21;;;;
PT435915032;10-10-2025;M;MRUIVO23;;;;
PT435916589;11-02-2025;M;MRUIVO18;;;;
PT435916607;10-02-2025;M;MRUIVO18;;;;
PT435922382;19-01-2025;M;MRUIVO22;;;;
PT435928624;04-12-2024;F;TROLHO79;;;;
PT435928629;04-12-2024;F;TROLHO79;;;;
PT435928643;01-01-2025;M;TROLHO14;;;;
PT435928648;01-01-2025;M;TROLHO14;;;;
PT435928662;08-01-2025;F;TROLHO79;;;;
PT435928667;13-01-2025;F;TROLHO79;;;;
PT435928681;04-12-2024;F;TROLHO79;;;;
PT435928686;10-12-2024;F;TROLHO79;;;;
PT435928704;01-01-2025;M;TROLHO10;;;;
PT435928709;01-01-2025;F;TROLHO79;;;;
PT435928723;04-11-2024;F;TROLHO81;;;;
PT435928728;05-11-2024;M;TROLHO14;;;;
PT435928742;11-11-2024;F;TROLHO81;;;;
PT435928747;16-11-2024;M;TROLHO14;;;;
PT435928761;02-12-2024;M;TROLHO14;;;;
PT435928766;09-12-2024;F;TROLHO79;;;;
PT435928780;14-11-2024;M;TROLHO10;;;;
PT435928785;16-11-2024;M;TROLHO19;;;;
PT435928803;02-12-2024;M;TROLHO19;;;;
PT435928808;01-01-2025;F;TROLHO90;;;;
PT435929270;16-12-2024;M;TROLHO16;;;;
PT435929275;02-01-2025;F;TROLHO79;;;;
PT435929294;30-01-2025;M;TROLHO16;;;;
PT435929299;14-02-2025;M;TROLHO16;;;;
PT435929850;02-03-2025;M;MRUIVO22;;;;
PT435929855;04-03-2025;M;MRUIVO22;;;;
PT435931711;01-06-2025;M;TROLHO9;;;;
PT435931716;01-06-2025;F;TROLHO89;;;;
PT435944402;05-05-2025;F;MRUIVO12;;;;
PT435949297;05-04-2025;M;MRUIVO22;;;;
PT435949674;24-03-2025;M;MRUIVO16;;;;
PT435949730;25-03-2025;M;MRUIVO25;;;;
PT435955576;11-03-2025;F;MRUIVO14;;;;
PT435956269;15-02-2025;M;TROLHO15;;;;
PT435956283;02-04-2025;M;TROLHO15;;;;
PT435956288;02-04-2025;F;MRUIVO14;;;;
PT435957273;16-12-2024;M;TROLHO13;;;;
PT435957278;25-03-2025;F;TROLHO60;;;;
PT435959012;05-02-2025;M;TROLHO15;;;;
PT435959017;10-02-2025;M;TROLHO15;;;;
PT435959253;23-02-2025;F;MRUIVO13;;;;
PT435959258;25-02-2025;F;MRUIVO13;;;;
PT435959272;15-03-2025;F;MRUIVO13;;;;
PT435959277;17-03-2025;F;MRUIVO13;;;;
PT435959296;29-06-2025;F;TROLHO60;;;;
PT435959432;07-06-2025;M;MRUIVO21;;;;
PT435959994;03-02-2025;M;MRUIVO16;;;;
PT435960167;28-01-2025;M;MRUIVO15;;;;
PT435960582;21-02-2025;F;MRUIVO12;;;;
PT435960587;25-03-2025;F;MRUIVO12;;;;
PT435963571;19-12-2024;M;MRUIVO22;;;;
PT435970123;02-04-2025;F;MRUIVO12;;;;
PT435971090;22-01-2025;M;MRUIVO21;;;;
PT435971477;30-01-2025;F;MRUIVO12;;;;
PT435972405;18-02-2025;F;MRUIVO12;;;;
PT435972443;18-05-2025;F;MRUIVO12;;;;
PT435972462;25-04-2025;M;MRUIVO21;;;;
PT435973792;20-04-2025;F;MRUIVO9;;;;
PT435974768;23-02-2025;M;MRUIVO20;;;;
PT435974782;18-09-2025;M;MRUIVO9;;;;
PT435977498;06-01-2025;M;TROLHO10;;;;
PT435977511;07-01-2025;M;MRUIVO17;;;;
PT435977554;01-01-2025;F;TROLHO90;;;;
PT435977559;01-01-2025;M;TROLHO19;;;;
PT435977573;16-01-2025;M;TROLHO19;;;;
PT435977578;16-01-2025;M;TROLHO19;;;;
PT435978223;24-04-2025;F;MRUIVO10;;;;
PT435978389;14-01-2025;F;TROLHO79;;;;
PT435978402;28-01-2025;M;TROLHO19;;;;
PT435978407;29-01-2025;F;TROLHO79;;;;
PT435978421;05-03-2025;F;TROLHO60;;;;
PT435978426;05-03-2025;M;TROLHO19;;;;
PT435978440;30-04-2025;F;TROLHO60;;;;
PT435978464;07-02-2025;F;TROLHO79;;;;
PT435978483;05-03-2025;F;TROLHO79;;;;
PT435978488;24-03-2025;F;TROLHO79;;;;
PT435982782;04-03-2025;F;MRUIVO12;;;;
PT435982787;04-03-2025;F;MRUIVO12;;;;
PT435982805;05-05-2025;M;MRUIVO21;;;;
PT435982824;26-05-2025;F;TROLHO60;;;;
PT435983630;24-01-2025;F;TROLHO79;;;;
PT435983635;24-01-2025;M;TROLHO16;;;;
PT435983654;26-03-2025;F;TROLHO79;;;;
PT435983753;27-03-2025;F;TROLHO60;;;;
PT435983758;01-04-2025;M;TROLHO17;;;;
PT435983814;28-01-2025;F;TROLHO60;;;;
PT435983852;20-02-2025;M;TROLHO2;;;;
PT435983857;05-03-2025;M;TROLHO2;;;;
PT435983932;06-03-2025;F;TROLHO90;;;;
PT435983937;08-04-2025;F;TROLHO89;;;;
PT435984088;07-04-2025;M;TROLHO18;;;;
PT435984101;14-05-2025;M;TROLHO18;;;;
PT435984880;20-03-2025;F;TROLHO89;;;;
PT435984885;09-04-2025;F;TROLHO60;;;;
PT435984903;02-06-2025;F;TROLHO60;;;;
PT435984908;23-06-2025;F;MRUIVO10;;;;
PT435984922;05-08-2025;F;MRUIVO10;;;;
PT435986020;19-02-2025;M;MRUIVO26;;;;
PT435986025;24-04-2025;M;MRUIVO26;;;;
PT435989392;30-12-2024;M;TROLHO13;;;;
PT435989835;24-04-2025;F;MRUIVO12;;;;
PT435990503;25-02-2025;M;TROLHO15;;;;
PT435990541;20-05-2025;F;MRUIVO9;;;;
PT435990800;22-02-2025;M;MRUIVO23;;;;
PT436021961;01-05-2025;M;MRUIVO17;;;;
PT436021966;19-05-2025;F;MRUIVO10;;;;
PT436024634;30-12-2024;F;MRUIVO14;;;;
PT436027987;17-03-2025;F;TROLHO89;;;;
PT436028113;17-06-2025;F;TROLHO89;;;;
PT436032653;23-03-2025;M;MRUIVO15;;;;
PT436032658;25-03-2025;M;ENFERMARIA MR;;;;
PT436032672;16-05-2025;M;MRUIVO15;;;;
PT436032677;22-05-2025;F;MRUIVO14;;;;
PT436040653;16-08-2025;M;MRUIVO16;;;;
PT436040733;22-04-2025;M;MRUIVO20;;;;
PT436040738;25-04-2025;M;MRUIVO20;;;;
PT436042039;17-02-2025;F;MRUIVO12;;;;
PT436042690;06-03-2025;F;MRUIVO9;;;;
PT436042695;10-03-2025;M;MRUIVO20;;;;
PT436043760;26-03-2025;F;MRUIVO12;;;;
PT436043765;31-03-2025;F;TROLHO89;;;;
PT436044199;16-06-2025;M;MRUIVO15;;;;
PT436044279;13-04-2025;F;MRUIVO12;;;;
PT436044373;10-04-2025;M;MRUIVO21;;;;
PT436044378;10-04-2025;F;MRUIVO12;;;;
PT436044458;16-04-2025;F;MRUIVO12;;;;
PT436050336;08-03-2025;F;TROLHO91;;;;
PT436050973;22-02-2025;M;MRUIVO26;;;;
PT436050992;30-04-2025;M;SEM PARQUE;;;;
PT436050997;02-05-2025;M;MRUIVO26;;;;
PT436055386;03-04-2025;F;TROLHO60;;;;
PT436055404;02-05-2025;M;TROLHO2;;;;
PT436061481;12-02-2025;M;MRUIVO16;;;;
PT436063985;02-05-2025;M;MRUIVO21;;;;
PT436064635;25-03-2025;F;MRUIVO10;;;;
PT436065460;01-05-2025;M;MRUIVO19;;;;
